0,2,582,2016001,-1,-92
0,2,602,2016001,-1,-92
0,2,622,2016001,-1,-92
0,2,642,2016001,-1,-92
0,2,662,2016001,-1,-92
0,2,682,2016001,-1,-92
0,2,702,2016001,-1,-92
0,2,722,2016001,-1,-92
0,2,742,2016001,-1,-92
0,2,762,2016001,-1,-92
0,2,782,2016001,-1,-92
0,2,802,2016001,-1,-92
0,2,822,2016001,-1,-92
0,2,842,2016001,-1,-92
0,2,862,2016001,-1,-92
0,2,882,2016001,-1,-92
0,2,902,2016001,-1,-92
0,2,922,2016001,-1,-92
0,2,942,2016001,-1,-92
0,2,962,2016001,-1,-92
0,2,982,2016001,-1,-92
0,2,1002,2016001,-1,-92
0,2,1022,2016001,-1,-92
0,1,1,2016001,-1,130
0,1,32,2016001,-1,130
0,1,62,2016001,-1,130
0,1,92,2016001,-1,130
0,1,122,2016001,-1,130
0,1,152,2016001,-1,130
0,1,182,2016001,-1,130
0,1,212,2016001,-1,130
0,1,242,2016001,-1,130
0,1,272,2016001,-1,130
0,1,302,2016001,-1,130
0,1,332,2016001,-1,130
0,1,362,2016001,-1,130
0,1,392,2016001,-1,130
0,1,422,2016001,-1,130
0,1,452,2016001,-1,130
0,1,482,2016001,-1,130
0,1,512,2016001,-1,130
0,1,542,2016001,-1,130
0,1,572,2016001,-1,130
0,1,602,2016001,-1,130
0,1,632,2016001,-1,130
0,1,662,2016001,-1,130
0,1,692,2016001,-1,130
0,1,722,2016001,-1,130
0,1,752,2016001,-1,130
0,1,782,2016001,-1,130
0,1,812,2016001,-1,130
0,1,842,2016001,-1,130
0,1,872,2016001,-1,130
0,1,902,2016001,-1,130
0,1,932,2016001,-1,130
0,1,962,2016001,-1,130
0,1,992,2016001,-1,130
0,1,1022,2016001,-1,130
0,1,1,2016001,-1,-130
0,1,32,2016001,-1,-130
0,1,62,2016001,-1,-130
0,1,92,2016001,-1,-130
0,1,122,2016001,-1,-130
0,1,152,2016001,-1,-130
0,1,182,2016001,-1,-130
0,1,212,2016001,-1,-130
0,1,242,2016001,-1,-130
0,1,272,2016001,-1,-130
0,1,302,2016001,-1,-130
0,1,332,2016001,-1,-130
0,1,362,2016001,-1,-130
0,1,392,2016001,-1,-130
0,1,422,2016001,-1,-130
0,1,452,2016001,-1,-130
0,1,482,2016001,-1,-130
0,1,512,2016001,-1,-130
0,1,542,2016001,-1,-130
0,1,572,2016001,-1,-130
0,1,602,2016001,-1,-130
0,1,632,2016001,-1,-130
0,1,662,2016001,-1,-130
0,1,692,2016001,-1,-130
0,1,722,2016001,-1,-130
0,1,752,2016001,-1,-130
0,1,782,2016001,-1,-130
0,1,812,2016001,-1,-130
0,1,842,2016001,-1,-130
0,1,872,2016001,-1,-130
0,1,902,2016001,-1,-130
0,1,932,2016001,-1,-130
0,1,962,2016001,-1,-130
0,1,992,2016001,-1,-130
0,1,1022,2016001,-1,-130
0,0,18,2016001,-1,152
0,0,48,2016001,-1,152
0,0,78,2016001,-1,152
0,0,108,2016001,-1,152
0,0,138,2016001,-1,152
0,0,168,2016001,-1,152
0,0,198,2016001,-1,152
0,0,228,2016001,-1,152
0,0,258,2016001,-1,152
0,0,288,2016001,-1,152
0,0,318,2016001,-1,152
0,0,348,2016001,-1,152
0,0,378,2016001,-1,152
0,0,408,2016001,-1,152
0,0,438,2016001,-1,152
0,0,468,2016001,-1,152
0,0,498,2016001,-1,152
0,0,528,2016001,-1,152
0,0,558,2016001,-1,152
0,0,588,2016001,-1,152
0,0,618,2016001,-1,152
0,0,648,2016001,-1,152
0,0,678,2016001,-1,152
0,0,708,2016001,-1,152
0,0,738,2016001,-1,152
0,0,768,2016001,-1,152
0,0,798,2016001,-1,152
0,0,828,2016001,-1,152
0,0,858,2016001,-1,152
0,0,888,2016001,-1,152
0,0,918,2016001,-1,152
0,0,948,2016001,-1,152
0,0,978,2016001,-1,152
0,0,1008,2016001,-1,152
0,0,18,2016001,-1,-152
0,0,48,2016001,-1,-152
0,0,78,2016001,-1,-152
0,0,108,2016001,-1,-152
0,0,138,2016001,-1,-152
0,0,168,2016001,-1,-152
0,0,198,2016001,-1,-152
0,0,228,2016001,-1,-152
0,0,258,2016001,-1,-152
0,0,288,2016001,-1,-152
0,0,318,2016001,-1,-152
0,0,348,2016001,-1,-152
0,0,378,2016001,-1,-152
0,0,408,2016001,-1,-152
0,0,438,2016001,-1,-152
0,0,468,2016001,-1,-152
0,0,498,2016001,-1,-152
0,0,528,2016001,-1,-152
0,0,558,2016001,-1,-152
0,0,588,2016001,-1,-152
0,0,618,2016001,-1,-152
0,0,648,2016001,-1,-152
0,0,678,2016001,-1,-152
0,0,708,2016001,-1,-152
0,0,738,2016001,-1,-152
0,0,768,2016001,-1,-152
0,0,798,2016001,-1,-152
0,0,828,2016001,-1,-152
0,0,858,2016001,-1,-152
0,0,888,2016001,-1,-152
0,0,918,2016001,-1,-152
0,0,948,2016001,-1,-152
0,0,978,2016001,-1,-152
0,0,1008,2016001,-1,-152
